slug,format,model,depth,n,acc_cot,se_cot,acc_nocot,se_nocot,gap,p_mcnemar,n_paired,tok_out_cot_mean,tok_out_nocot_mean,tok_per_step,truncated_rate_cot,hidden_reasoning_rate,sources,superseded_sources,n_cot,n_nocot,b_cot_only,c_nocot_only,leak_rate_nocot,no_answer_rate_cot,n_unscored,cot_lines_per_step,cot_len_ratio_vs_gold
cellular_automaton,cells3,ds,3,50,0.9200,0.0384,0.0000,0.0000,0.9200,2.842e-14,50,943.3200,7.0000,314.4400,0.0000,0.0000,batch1-2nd3-ds,,50,50,46,0,0.0000,0.0000,0,10.6733,0.9972
cellular_automaton,cells3,ds,4,50,0.8200,0.0543,0.0200,0.0198,0.8000,1.819e-12,50,1140.9000,7.0000,285.2250,0.0000,0.0000,batch1-2nd3-ds,,50,50,40,0,0.0000,0.0000,0,10.7550,0.8671
cellular_automaton,cells3,ds,6,50,0.6600,0.0670,0.0000,0.0000,0.6600,2.328e-10,50,1589.0600,7.0000,264.8433,0.0000,0.0000,batch1-2nd3-ds,,50,50,33,0,0.0000,0.0000,0,10.4733,0.7975
cellular_automaton,cells3,ds,10,50,0.4600,0.0705,0.0000,0.0000,0.4600,2.384e-07,50,2130.1800,7.0000,213.0180,0.0000,0.0000,batch1-2nd3-ds,,50,50,23,0,0.0000,0.0000,0,10.1140,0.5629
cruxeval,published,qwen9b,1,50,0.7600,0.0604,0.5200,0.0707,0.2400,0.0042,50,246.2600,10.6800,246.2600,0.0000,0.0000,batch1,,50,50,14,2,0.0000,0.0000,0,14.1800,2.6746
cruxeval,published,qwen9b,2,50,0.8800,0.0460,0.7000,0.0648,0.1800,0.0039,50,223.5800,9.2600,111.7900,0.0200,0.0000,batch1,,50,50,9,0,0.0000,0.0200,0,6.6600,1.9879
cruxeval,published,qwen9b,4,50,0.8200,0.0543,0.5400,0.0705,0.2800,0.0026,50,276.1400,11.5400,69.0350,0.0200,0.0000,batch1,,50,50,17,3,0.0000,0.0200,0,3.8050,1.6520
cruxeval,published,qwen9b,6,50,0.8600,0.0491,0.4400,0.0702,0.4200,9.537e-07,50,296.8200,9.7000,49.4700,0.0000,0.0000,batch1,,50,50,21,0,0.0000,0.0000,0,2.7533,1.4615
cruxeval,published,qwen9b,9,50,0.9200,0.0384,0.6800,0.0660,0.2400,0.0042,50,328.0200,14.2000,36.4467,0.0000,0.0000,batch1,,50,50,14,2,0.0000,0.0000,0,1.8822,1.0937
cruxeval,published,qwen9b,12,50,0.8200,0.0543,0.4400,0.0702,0.3800,6.604e-05,50,432.4000,11.8000,36.0333,0.0000,0.0000,batch1,,50,50,21,2,0.0000,0.0000,0,1.8900,1.2413
cruxeval,published,qwen9b,15,50,0.6800,0.0660,0.2600,0.0620,0.4200,1.037e-04,50,545.5800,16.1600,36.3720,0.0000,0.0000,batch1,,50,50,25,4,0.0000,0.0000,0,1.6013,1.3535
cruxeval,published,llama70b,1,50,0.5600,0.0702,0.7000,0.0648,-0.1400,0.1892,50,185.1200,9.7000,185.1200,0.0200,0.0000,batch1-70b,,50,50,7,14,0.0000,0.0200,0,9.6000,2.1848
cruxeval,published,llama70b,2,50,0.6800,0.0660,0.6200,0.0686,0.0600,0.5811,50,159.0600,9.4400,79.5300,0.0000,0.0000,batch1-70b,,50,50,8,5,0.0000,0.0000,0,5.0400,1.6472
cruxeval,published,llama70b,4,50,0.7000,0.0648,0.5800,0.0698,0.1200,0.2101,50,208.5600,10.4400,52.1400,0.0200,0.0000,batch1-70b,,50,50,11,5,0.0000,0.0200,0,2.8400,1.3974
cruxeval,published,llama70b,6,50,0.6800,0.0660,0.5600,0.0702,0.1200,0.1796,50,231.2800,9.3600,38.5467,0.0000,0.0000,batch1-70b,,50,50,10,4,0.0000,0.0000,0,2.2867,1.3410
cruxeval,published,llama70b,9,50,0.8000,0.0566,0.6800,0.0660,0.1200,0.2101,50,238.2400,13.7200,26.4711,0.0000,0.0000,batch1-70b,,50,50,11,5,0.0000,0.0000,0,1.5978,0.9693
cruxeval,published,llama70b,12,50,0.5800,0.0698,0.4400,0.0702,0.1400,0.0923,50,277.7400,12.7400,23.1450,0.0000,0.0000,batch1-70b,,50,50,10,3,0.0000,0.0000,0,1.3233,0.9148
cruxeval,published,llama70b,15,50,0.5600,0.0702,0.2600,0.0620,0.3000,2.747e-04,50,323.0800,14.3800,21.5387,0.0000,0.0000,batch1-70b,,50,50,16,1,0.0000,0.0000,0,1.0733,0.9411
cruxeval,published,ds,1,50,0.9000,0.0424,0.7000,0.0648,0.2000,0.0129,50,276.9200,9.9000,276.9200,0.0600,0.0000,batch1-ds,,50,50,12,2,0.0000,0.0600,0,15.6000,3.0064
cruxeval,published,ds,2,50,0.9000,0.0424,0.8000,0.0566,0.1000,0.1250,50,162.3800,9.2600,81.1900,0.0200,0.0000,batch1-ds,,50,50,6,1,0.0000,0.0200,0,6.5000,1.3712
cruxeval,published,ds,4,50,0.8000,0.0566,0.6400,0.0679,0.1600,0.0574,50,236.3400,10.6800,59.0850,0.0400,0.0000,batch1-ds,,50,50,11,3,0.0000,0.0400,0,3.6000,1.4044
cruxeval,published,ds,6,50,0.8600,0.0491,0.5000,0.0707,0.3600,7.629e-06,50,254.4400,9.0600,42.4067,0.0400,0.0000,batch1-ds,,50,50,18,0,0.0000,0.0400,0,2.3933,1.2791
cruxeval,published,ds,9,50,0.7800,0.0586,0.7200,0.0635,0.0600,0.5488,50,219.0200,13.7600,24.3356,0.0000,0.0000,batch1-ds,,50,50,7,4,0.0000,0.0000,0,1.5800,0.7482
cruxeval,published,ds,12,50,0.7400,0.0620,0.4800,0.0707,0.2600,0.0044,50,283.7600,12.4400,23.6467,0.0000,0.0000,batch1-ds,,50,50,16,3,0.0000,0.0000,0,1.3433,0.7873
cruxeval,published,ds,15,50,0.4200,0.0698,0.3200,0.0660,0.1000,0.4731,50,319.9800,14.8800,21.3320,0.0000,0.0000,batch1-ds,,50,50,18,13,0.0000,0.0000,0,1.1413,0.7358
cup_shuffling,published,qwen9b,2,50,1.0000,0.0000,0.6200,0.0686,0.3800,3.815e-06,50,98.4000,6.0000,49.2000,0.0000,0.0000,batch1,,50,50,19,0,0.0000,0.0000,0,2.5000,0.9934
cup_shuffling,published,qwen9b,3,50,1.0000,0.0000,0.3600,0.0679,0.6400,4.657e-10,50,119.5000,6.0000,39.8333,0.0000,0.0000,batch1,,50,50,32,0,0.0000,0.0000,0,2.0000,0.9863
cup_shuffling,published,qwen9b,5,50,1.0000,0.0000,0.3400,0.0670,0.6600,2.328e-10,50,166.8000,6.0000,33.3600,0.0000,0.0000,batch1,,50,50,33,0,0.0000,0.0000,0,1.6000,0.9769
cup_shuffling,published,qwen9b,8,50,1.0000,0.0000,0.2600,0.0620,0.7400,1.455e-11,50,238.3400,6.0000,29.7925,0.0000,0.0000,batch1,,50,50,37,0,0.0000,0.0000,0,1.3750,0.9665
cup_shuffling,published,qwen9b,12,50,0.9800,0.0198,0.2200,0.0586,0.7600,7.276e-12,50,329.7200,6.0000,27.4767,0.0000,0.0000,batch1,,50,50,38,0,0.0000,0.0000,0,1.2467,0.9516
cup_shuffling,published,qwen9b,16,50,0.8400,0.0518,0.2600,0.0620,0.5800,2.980e-08,50,479.5600,6.0000,29.9725,0.0200,0.0000,batch1,,50,50,30,1,0.0000,0.0200,0,1.3362,0.9519
cup_shuffling,published,qwen9b,18,50,0.6200,0.0686,0.3800,0.0686,0.2400,0.0290,50,503.1200,6.0000,27.9511,0.0000,0.0000,batch1b-9b,,50,50,19,7,0.0000,0.0000,0,1.2356,0.9654
cup_shuffling,published,qwen9b,20,50,0.5600,0.0702,0.4000,0.0693,0.1600,0.1686,50,706.7600,6.0000,35.3380,0.0600,0.0000,batch1b-9b,,50,50,17,9,0.0000,0.0600,0,1.6310,1.1516
cup_shuffling,published,qwen9b,22,50,0.3000,0.0648,0.3600,0.0679,-0.0600,0.6072,50,1229.8000,6.0000,55.9000,0.2800,0.0000,batch1b-9b,,50,50,6,9,0.0000,0.2800,0,2.4345,1.8709
cup_shuffling,published,qwen9b,24,50,0.2800,0.0635,0.2800,0.0635,0.0000,1.0000,50,1398.0200,6.0000,58.2508,0.3000,0.0000,batch1,,50,50,11,11,0.0000,0.3000,0,2.5542,1.9920
cup_shuffling,published,llama70b,2,50,1.0000,0.0000,0.6400,0.0679,0.3600,7.629e-06,50,94.1400,6.0000,47.0700,0.0000,0.0000,batch1-70b,,50,50,18,0,0.0000,0.0000,0,2.5000,0.9938
cup_shuffling,published,llama70b,3,50,1.0000,0.0000,0.2600,0.0620,0.7400,1.455e-11,50,114.2600,6.0000,38.0867,0.0000,0.0000,batch1-70b,,50,50,37,0,0.0000,0.0000,0,2.0000,0.9863
cup_shuffling,published,llama70b,5,50,1.0000,0.0000,0.2800,0.0635,0.7200,2.910e-11,50,160.7400,6.0000,32.1480,0.0000,0.0000,batch1-70b,,50,50,36,0,0.0000,0.0000,0,1.6000,0.9859
cup_shuffling,published,llama70b,8,50,1.0000,0.0000,0.3200,0.0660,0.6800,1.164e-10,50,230.6400,6.0000,28.8300,0.0000,0.0000,batch1-70b,,50,50,34,0,0.0000,0.0000,0,1.3750,0.9820
cup_shuffling,published,llama70b,12,50,1.0000,0.0000,0.3800,0.0686,0.6200,9.313e-10,50,328.5800,6.0000,27.3817,0.0000,0.0000,batch1-70b,,50,50,31,0,0.0000,0.0000,0,1.3017,1.0194
cup_shuffling,published,llama70b,16,50,0.6600,0.0670,0.2000,0.0566,0.4600,1.524e-05,50,517.7400,6.0000,32.3588,0.0200,0.0000,batch1-70b,,50,50,26,3,0.0000,0.0200,0,1.5012,1.2013
cup_shuffling,published,llama70b,24,50,0.3800,0.0686,0.3000,0.0648,0.0800,0.5572,50,897.0600,6.0000,37.3775,0.1000,0.0000,batch1-70b,,50,50,15,11,0.0000,0.1200,0,1.7967,1.5622
cup_shuffling,published,ds,2,50,1.0000,0.0000,0.5400,0.0705,0.4600,2.384e-07,50,94.1600,6.0600,47.0800,0.0000,0.0000,batch1-ds,,50,50,23,0,0.0000,0.0000,0,2.5000,0.9963
cup_shuffling,published,ds,3,50,1.0000,0.0000,0.2200,0.0586,0.7800,3.638e-12,50,114.4400,6.0600,38.1467,0.0000,0.0000,batch1-ds,,50,50,39,0,0.0000,0.0000,0,2.0000,0.9805
cup_shuffling,published,ds,5,50,1.0000,0.0000,0.3000,0.0648,0.7000,5.821e-11,50,156.8200,6.0000,31.3640,0.0000,0.0000,batch1-ds,,50,50,35,0,0.0000,0.0000,0,2.0080,0.9624
cup_shuffling,published,ds,8,50,1.0000,0.0000,0.3000,0.0648,0.7000,5.821e-11,50,225.9200,6.0000,28.2400,0.0000,0.0000,batch1-ds,,50,50,35,0,0.0000,0.0000,0,3.4600,0.9592
cup_shuffling,published,ds,12,50,1.0000,0.0000,0.3600,0.0679,0.6400,4.657e-10,50,303.8000,6.0000,25.3167,0.0000,0.0000,batch1-ds,,50,50,32,0,0.0000,0.0000,0,2.6033,0.9420
cup_shuffling,published,ds,16,50,0.9200,0.0384,0.3200,0.0660,0.6000,1.863e-09,50,382.4400,6.0000,23.9025,0.0000,0.0000,batch1-ds,,50,50,30,0,0.0000,0.0000,0,2.3200,0.8410
cup_shuffling,published,ds,24,50,0.9600,0.0277,0.3000,0.0648,0.6600,2.095e-09,50,548.9800,6.0200,22.8742,0.0000,0.0000,batch1-ds,,50,50,34,1,0.0000,0.0200,0,1.9158,0.8610
dyck,published,qwen9b,4,50,0.9000,0.0424,0.3400,0.0670,0.5600,2.463e-07,50,124.5600,6.0800,31.1400,0.0000,0.0000,batch1,,50,50,30,2,0.0000,0.0000,0,2.7500,0.9993
dyck,published,qwen9b,8,50,0.8800,0.0460,0.2000,0.0566,0.6800,1.164e-10,50,160.1800,6.1600,20.0225,0.0000,0.0000,batch1,,50,50,34,0,0.0000,0.0000,0,1.8750,0.9993
dyck,published,qwen9b,16,50,0.8400,0.0518,0.1800,0.0543,0.6600,2.095e-09,50,246.6000,6.1200,15.4125,0.0000,0.0000,batch1,,50,50,34,1,0.0000,0.0000,0,1.4363,0.9972
dyck,published,qwen9b,24,50,0.6400,0.0679,0.1200,0.0460,0.5200,8.680e-07,50,357.9000,5.8600,14.9125,0.0000,0.0000,batch1,,50,50,28,2,0.0000,0.0000,0,1.3450,1.0795
dyck,published,qwen9b,32,50,0.6600,0.0670,0.0600,0.0336,0.6000,6.938e-08,50,431.0600,6.0000,13.4706,0.0000,0.0000,batch1,,50,50,32,2,0.0000,0.0000,0,1.2275,1.0075
dyck,published,qwen9b,40,50,0.4800,0.0707,0.0400,0.0277,0.4400,4.768e-07,50,524.8000,6.4200,13.1200,0.0000,0.0000,batch1b-9b,,50,50,22,0,0.0000,0.0000,0,1.1675,0.9768
dyck,published,qwen9b,48,50,0.3000,0.0648,0.0400,0.0277,0.2600,9.766e-04,50,665.7400,6.5800,13.8696,0.0600,0.0000,batch1,,50,50,14,1,0.0000,0.0600,0,1.2279,1.0446
dyck,published,qwen9b,56,50,0.2400,0.0604,0.0600,0.0336,0.1800,0.0352,50,696.3400,6.3800,12.4346,0.0200,0.0000,batch1b-9b,,50,50,12,3,0.0000,0.0200,0,1.1246,0.9939
dyck,published,qwen9b,64,50,0.2200,0.0586,0.0000,0.0000,0.2200,9.766e-04,50,833.8800,7.5200,13.0294,0.0600,0.0000,batch1b-9b,,50,50,11,0,0.0000,0.0600,0,1.1219,1.0195
dyck,published,llama70b,4,50,0.9800,0.0198,0.7600,0.0604,0.2200,9.766e-04,50,116.9400,5.8200,29.2350,0.0000,0.0000,batch1-70b,,50,50,11,0,0.0000,0.0000,0,2.7500,1.0036
dyck,published,llama70b,8,50,0.8200,0.0543,0.5200,0.0707,0.3000,7.286e-04,50,151.8000,6.2200,18.9750,0.0000,0.0000,batch1-70b,,50,50,17,2,0.0000,0.0000,0,1.8950,1.0157
dyck,published,llama70b,16,50,0.6400,0.0679,0.2600,0.0620,0.3800,3.107e-04,50,227.5200,7.1200,14.2200,0.0000,0.0000,batch1-70b,,50,50,23,4,0.0000,0.0000,0,1.4725,1.0143
dyck,published,llama70b,24,50,0.5200,0.0707,0.0800,0.0384,0.4400,2.980e-06,50,308.5200,7.9600,12.8550,0.0000,0.0000,batch1-70b,,50,50,23,1,0.0000,0.0000,0,1.3133,1.0294
dyck,published,llama70b,32,50,0.4000,0.0693,0.0800,0.0384,0.3200,8.554e-04,50,391.0000,9.1800,12.2188,0.0000,0.0000,batch1-70b,,50,50,19,3,0.0000,0.0000,0,1.2550,1.0323
dyck,published,llama70b,48,50,0.1800,0.0543,0.0000,0.0000,0.1800,0.0039,50,577.6800,16.0800,12.0350,0.0000,0.0000,batch1-70b,,50,50,9,0,0.0000,0.0000,0,1.1613,1.0337
dyck,published,ds,4,50,1.0000,0.0000,0.7400,0.0620,0.2600,2.441e-04,50,118.9800,5.9800,29.7450,0.0000,0.0000,batch1-ds,,50,50,13,0,0.0000,0.0000,0,2.7500,1.0000
dyck,published,ds,8,50,0.9800,0.0198,0.5600,0.0702,0.4200,9.537e-07,50,152.3400,6.2000,19.0425,0.0000,0.0000,batch1-ds,,50,50,21,0,0.0000,0.0000,0,1.8750,1.0006
dyck,published,ds,16,50,0.9600,0.0277,0.2800,0.0635,0.6800,1.164e-10,50,228.0200,7.0400,14.2513,0.0000,0.0000,batch1-ds,,50,50,34,0,0.0000,0.0000,0,1.4400,1.0002
dyck,published,ds,24,50,0.8600,0.0491,0.1800,0.0543,0.6800,1.164e-10,50,302.7000,7.0400,12.6125,0.0000,0.0000,batch1-ds,,50,50,34,0,0.0000,0.0000,0,1.2933,0.9967
dyck,published,ds,32,50,0.8200,0.0543,0.3200,0.0660,0.5000,4.172e-07,50,383.8400,6.7800,11.9950,0.0000,0.0000,batch1-ds,,50,50,26,1,0.0000,0.0000,0,1.2281,1.0075
dyck,published,ds,48,50,0.7600,0.0604,0.1000,0.0424,0.6600,2.328e-10,50,577.2400,7.5400,12.0258,0.0000,0.0000,batch1-ds,,50,50,33,0,0.0000,0.0000,0,1.1550,1.0344
entity_tracking_boxes,ours,qwen9b,2,50,0.9800,0.0198,0.9200,0.0384,0.0600,0.2500,50,52.3400,6.0800,26.1700,0.0000,0.0000,batch1,,50,50,3,0,0.0000,0.0000,0,2.0000,1.0156
entity_tracking_boxes,ours,qwen9b,4,50,0.8400,0.0518,0.6200,0.0686,0.2200,0.0074,50,90.0800,6.6400,22.5200,0.0000,0.0000,batch1,,50,50,13,2,0.0000,0.0000,0,1.5000,1.0986
entity_tracking_boxes,ours,qwen9b,6,150,0.6800,0.0381,0.4067,0.0401,0.2733,2.717e-08,150,135.8067,7.5733,22.6344,0.0000,0.0000,batch1b-9b,,150,150,49,8,0.0000,0.0000,0,1.3867,1.1964
entity_tracking_boxes,ours,qwen9b,8,50,0.8200,0.0543,0.4000,0.0693,0.4200,5.722e-06,50,181.3200,7.6400,22.6650,0.0000,0.0000,batch1,,50,50,22,1,0.0000,0.0000,0,1.3200,1.1991
entity_tracking_boxes,ours,qwen9b,10,150,0.4933,0.0408,0.2867,0.0369,0.2067,5.540e-06,150,231.7733,8.0000,23.1773,0.0000,0.0000,batch1b-9b,,150,150,39,8,0.0000,0.0000,0,1.2633,1.3069
entity_tracking_boxes,ours,qwen9b,12,50,0.4400,0.0702,0.2000,0.0566,0.2400,0.0018,50,234.7400,8.0000,19.5617,0.0000,0.0000,batch1,,50,50,13,1,0.0000,0.0000,0,1.1617,1.1112
entity_tracking_boxes,ours,qwen9b,18,50,0.3800,0.0686,0.1800,0.0543,0.2000,0.0063,50,395.6000,8.2800,21.9778,0.0000,0.0000,batch1,,50,50,11,1,0.0000,0.0000,0,1.2111,1.2367
entity_tracking_boxes,ours,qwen9b,26,150,0.2533,0.0355,0.1667,0.0304,0.0867,0.0789,150,600.8267,9.6000,23.1087,0.0267,0.0000,batch1b-9b,batch1,150,150,30,17,0.0000,0.0267,0,1.1456,1.3511
entity_tracking_boxes,ours,qwen9b,36,50,0.2400,0.0604,0.2400,0.0604,0.0000,1.0000,50,764.8000,9.9200,21.2444,0.0400,0.0000,batch1,,50,50,6,6,0.0000,0.0400,0,1.0233,1.2628
entity_tracking_boxes,ours,llama70b,2,50,1.0000,0.0000,1.0000,0.0000,0.0000,1.0000,50,49.5800,5.7200,24.7900,0.0000,0.0000,batch1-70b,,50,50,0,0,0.0000,0.0000,0,2.0100,1.0231
entity_tracking_boxes,ours,llama70b,4,50,0.9800,0.0198,0.9600,0.0277,0.0200,1.0000,50,80.2200,5.6400,20.0550,0.0000,0.0000,batch1-70b,,50,50,1,0,0.0000,0.0000,0,1.5000,1.0279
entity_tracking_boxes,ours,llama70b,8,50,1.0000,0.0000,0.9200,0.0384,0.0800,0.1250,50,143.6000,5.8400,17.9500,0.0000,0.0000,batch1-70b,,50,50,4,0,0.0000,0.0000,0,1.2325,0.9979
entity_tracking_boxes,ours,llama70b,12,50,0.9000,0.0424,0.8400,0.0518,0.0600,0.4531,50,199.4200,5.6800,16.6183,0.0000,0.0000,batch1-70b,,50,50,5,2,0.0000,0.0000,0,1.1250,0.9976
entity_tracking_boxes,ours,llama70b,18,50,0.8000,0.0566,0.7400,0.0620,0.0600,0.6072,50,285.4200,6.2800,15.8567,0.0000,0.0000,batch1-70b,,50,50,9,6,0.0000,0.0000,0,1.0244,0.9629
entity_tracking_boxes,ours,llama70b,26,50,0.8400,0.0518,0.7400,0.0620,0.1000,0.2266,50,332.9000,6.9800,12.8038,0.0000,0.0000,batch1-70b,,50,50,8,3,0.0000,0.0000,0,0.8469,0.7973
entity_tracking_boxes,ours,llama70b,36,50,0.8200,0.0543,0.8000,0.0566,0.0200,1.0000,50,144.9800,6.3600,4.0272,0.0000,0.0000,batch1-70b,,50,50,7,6,0.0000,0.0000,0,0.2833,0.2592
entity_tracking_boxes,ours,ds,2,50,1.0000,0.0000,0.9800,0.0198,0.0200,1.0000,50,48.5400,5.7200,24.2700,0.0000,0.0000,batch1-ds,,50,50,1,0,0.0000,0.0000,0,1.9700,1.0006
entity_tracking_boxes,ours,ds,4,50,1.0000,0.0000,0.9800,0.0198,0.0200,1.0000,50,78.4800,5.5200,19.6200,0.0000,0.0000,batch1-ds,,50,50,1,0,0.0000,0.0000,0,1.5000,1.0033
entity_tracking_boxes,ours,ds,8,50,1.0000,0.0000,0.7200,0.0635,0.2800,1.221e-04,50,174.5200,5.4400,21.8150,0.0000,0.0000,batch1-ds,,50,50,14,0,0.0000,0.0000,0,1.7575,1.1367
entity_tracking_boxes,ours,ds,12,50,0.9800,0.0198,0.7200,0.0635,0.2600,9.766e-04,50,272.1800,5.4800,22.6817,0.0000,0.0000,batch1-ds,,50,50,14,1,0.0000,0.0000,0,1.9900,1.2148
entity_tracking_boxes,ours,ds,18,50,1.0000,0.0000,0.7600,0.0604,0.2400,4.883e-04,50,492.7200,5.6400,27.3733,0.0000,0.0000,batch1-ds,,50,50,12,0,0.0000,0.0000,0,2.6722,1.3650
entity_tracking_boxes,ours,ds,26,50,0.9800,0.0198,0.6400,0.0679,0.3400,7.629e-05,50,616.7800,5.5600,23.7223,0.0000,0.0000,batch1-ds,,50,50,18,1,0.0000,0.0000,0,2.1054,1.2149
entity_tracking_boxes,ours,ds,36,50,0.9800,0.0198,0.6000,0.0693,0.3800,2.098e-05,50,764.4200,5.8400,21.2339,0.0000,0.0000,batch1-ds,,50,50,20,1,0.0000,0.0000,0,1.6822,1.1035
hanoi,published,qwen9b,2,50,0.0600,0.0336,0.0200,0.0198,0.0400,0.5000,50,40.9600,13.0600,20.4800,0.0000,0.0000,batch1,,50,50,2,0,0.0000,0.0000,0,2.5000,0.9981
hanoi,published,qwen9b,5,50,0.0800,0.0384,0.0000,0.0000,0.0800,0.1250,50,73.9000,13.8800,14.7800,0.0000,0.0000,batch1,,50,50,4,0,0.0000,0.0000,0,1.6000,1.0040
hanoi,published,qwen9b,10,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,955.2000,17.6000,95.5200,0.8600,0.0000,batch1,,50,50,0,0,0.0000,0.8600,0,4.6940,14.1221
hanoi,published,qwen9b,20,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,1089.0000,21.2600,54.4500,1.0000,0.0000,batch1,,50,50,0,0,0.0000,1.0000,0,2.5130,9.3098
hanoi,published,qwen9b,40,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,1089.0000,24.4000,27.2250,1.0000,0.0000,batch1,,50,50,0,0,0.0000,1.0000,0,1.2230,4.9973
hanoi,published,qwen9b,80,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,1089.0000,27.3800,13.6125,1.0000,0.0000,batch1,,50,50,0,0,0.0000,1.0000,0,0.5985,2.6698
hanoi,published,llama70b,2,50,0.1400,0.0491,0.0400,0.0277,0.1000,0.1797,50,184.1400,13.1000,92.0700,0.0000,0.0000,batch1-70b,,50,50,7,2,0.0000,0.0000,0,7.5500,7.6366
hanoi,published,llama70b,5,50,0.1000,0.0424,0.1400,0.0491,-0.0400,0.7744,50,280.7400,13.5200,56.1480,0.0000,0.0000,batch1-70b,,50,50,5,7,0.0000,0.0000,0,3.9680,6.5099
hanoi,published,llama70b,10,50,0.0200,0.0198,0.0400,0.0277,-0.0200,1.0000,50,626.0600,16.5600,62.6060,0.0000,0.0000,batch1-70b,,50,50,1,2,0.0000,0.0000,0,4.1840,9.2836
hanoi,published,llama70b,20,50,0.0000,0.0000,0.0200,0.0198,-0.0200,1.0000,50,807.8200,20.1400,40.3910,0.2000,0.0000,batch1-70b,,50,50,0,1,0.0000,0.1400,0,1.9430,6.9043
hanoi,published,llama70b,40,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,425.5200,23.4800,10.6380,0.0000,0.0000,batch1-70b,,50,50,0,0,0.0000,0.0000,0,0.3095,3.1235
hanoi,published,llama70b,80,50,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50,399.3400,26.2600,4.9917,0.0000,0.0000,batch1-70b,,50,50,0,0,0.0000,0.0000,0,0.1197,1.6056
hanoi,published,ds,2,50,0.5000,0.0707,0.0800,0.0384,0.4200,5.722e-06,50,1475.7200,13.6800,737.8600,0.0400,0.0000,batch1-ds-cap,batch1-ds,50,50,22,1,0.0000,0.2400,0,23.7500,63.1125
hanoi,published,ds,5,50,0.2600,0.0620,0.0400,0.0277,0.2200,0.0074,50,2996.5800,13.7800,599.3160,0.1000,0.0000,batch1-ds-cap,batch1-ds,50,50,13,2,0.0000,0.1400,0,22.4280,77.2569
hanoi,published,ds,10,50,0.1800,0.0543,0.1000,0.0424,0.0800,0.4240,50,5216.0600,17.3400,521.6060,0.4200,0.0000,batch1-ds-cap,batch1-ds,50,50,9,5,0.0000,0.4400,0,15.5800,82.2421
hanoi,published,ds,20,50,0.1400,0.0491,0.0000,0.0000,0.1400,0.0156,50,7193.3600,21.1800,359.6680,0.7000,0.0000,batch1-ds-cap,batch1-ds,50,50,7,0,0.0000,0.7000,0,11.4770,62.7614
hanoi,published,ds,40,50,0.0800,0.0384,0.0000,0.0000,0.0800,0.1250,50,7838.9000,24.4000,195.9725,0.8600,0.0000,batch1-ds-cap,batch1-ds,50,50,4,0,0.0000,0.8800,0,6.0765,37.6822
hanoi,published,ds,80,50,0.0200,0.0198,0.0000,0.0000,0.0200,1.0000,50,7864.2200,27.4000,98.3028,0.8800,0.0000,batch1-ds-cap,batch1-ds,50,50,1,0,0.0000,0.9400,0,2.9415,21.2669
hanoi,execute,qwen9b,2,50,0.9800,0.0198,0.6400,0.0679,0.3400,7.629e-05,50,74.5800,15.7400,37.2900,0.0000,0.0000,batch1-2nd-9b,,50,50,18,1,0.0000,0.0000,0,1.5300,1.0661
hanoi,execute,qwen9b,4,50,0.9800,0.0198,0.3400,0.0670,0.6400,4.657e-10,50,137.3600,15.5400,34.3400,0.0000,0.0000,batch1-2nd-9b,,50,50,32,0,0.0000,0.0000,0,1.3650,1.1126
hanoi,execute,qwen9b,8,50,0.9600,0.0277,0.1000,0.0424,0.8600,2.274e-13,50,245.6000,15.6000,30.7000,0.0000,0.0000,batch1-2nd-9b,,50,50,43,0,0.0000,0.0000,0,1.1675,1.0393
hanoi,execute,qwen9b,16,50,0.8600,0.0491,0.0200,0.0198,0.8400,4.547e-13,50,626.7600,16.1800,39.1725,0.0400,0.0000,batch1-2nd-9b,,50,50,42,0,0.0000,0.0400,0,1.4412,1.4423
hanoi,execute,qwen9b,32,50,0.4200,0.0698,0.0000,0.0000,0.4200,9.537e-07,50,1721.9400,16.5800,53.8106,0.4200,0.0000,batch1-2nd-9b,,50,50,21,0,0.0000,0.4200,0,2.0187,2.1784
hanoi,execute,qwen9b,64,50,0.0200,0.0198,0.0000,0.0000,0.0200,1.0000,50,2690.3800,17.7200,42.0372,0.9600,0.0000,batch1-2nd-9b,,50,50,1,0,0.0000,0.9600,0,1.4937,1.7410
hanoi,execute,ds,2,50,1.0000,0.0000,0.9600,0.0277,0.0400,0.5000,50,182.4800,15.8200,91.2400,0.0000,0.0000,batch1-2nd-ds,,50,50,2,0,0.0000,0.0000,0,6.0000,3.4755
hanoi,execute,ds,4,50,1.0000,0.0000,0.8200,0.0543,0.1800,0.0039,50,293.3400,15.9200,73.3350,0.0000,0.0000,batch1-2nd-ds,,50,50,9,0,0.0000,0.0000,0,4.6250,3.1188
hanoi,execute,ds,8,50,1.0000,0.0000,0.3200,0.0660,0.6800,1.164e-10,50,542.5600,16.3400,67.8200,0.0000,0.0000,batch1-2nd-ds,,50,50,34,0,0.0000,0.0000,0,4.2725,2.9325
